94983,95283,Bump,0.82
95883,96183,Wobbly,0.85
95883,96183,Bump,0.82
96783,97083,Wobbly,0.85
96783,97083,Bump,0.82
97683,97983,Wobbly,0.85
97683,97983,Bump,0.82
98583,98883,Wobbly,0.85
98583,98883,Bump,0.82
99483,99783,Wobbly,0.85
99483,99783,Bump,0.82
100383,100683,Wobbly,0.85
100383,100683,Bump,0.82
101283,101583,Wobbly,0.85
101283,101583,Bump,0.82
102183,102483,Wobbly,0.85
102183,102483,Bump,0.82
103083,103383,Wobbly,0.85
103083,103383,Bump,0.82
103983,104283,Wobbly,0.85
103983,104283,Bump,0.82
104883,105183,Wobbly,0.85
104883,105183,Bump,0.82
105783,106083,Wobbly,0.85
105783,106083,Bump,0.82
106683,106983,Wobbly,0.85
106683,106983,Bump,0.82
107583,107883,Wobbly,0.85
107583,107883,Bump,0.82
108483,108783,Wobbly,0.85
108483,108783,Bump,0.82
109383,109683,Wobbly,0.85
109383,109683,Bump,0.82
110283,110583,Wobbly,0.85
110283,110583,Bump,0.82
111183,111483,Wobbly,0.85
111183,111483,Bump,0.82
112083,112383,Wobbly,0.85
112083,112383,Bump,0.82
112983,113283,Wobbly,0.85
112983,113283,Bump,0.82
113883,114183,Wobbly,0.85
113883,114183,Bump,0.82
114783,115083,Wobbly,0.85
114783,115083,Bump,0.82
115683,115983,Wobbly,0.85
115683,115983,Bump,0.82
116583,116883,Wobbly,0.85
116583,116883,Bump,0.82
117483,117783,Wobbly,0.85
117483,117783,Bump,0.82
118383,118683,Wobbly,0.85
118383,118683,Bump,0.82
119283,119583,Wobbly,0.85
119283,119583,Bump,0.82
120183,120483,Wobbly,0.85
120183,120483,Bump,0.82
121083,121383,Wobbly,0.85
121083,121383,Bump,0.82
121983,122283,Wobbly,0.85
121983,122283,Bump,0.82
122883,123183,Wobbly,0.85
122883,123183,Bump,0.82
123783,124083,Wobbly,0.85
123783,124083,Bump,0.82
124683,124983,Wobbly,0.85
124683,124983,Bump,0.82
125583,125883,Wobbly,0.85
125583,125883,Bump,0.82
126483,126783,Wobbly,0.85
126483,126783,Bump,0.82
127383,127683,Wobbly,0.85
127383,127683,Bump,0.82
128283,128583,Wobbly,0.85
128283,128583,Bump,0.82
129183,129483,Wobbly,0.85
129183,129483,Bump,0.82
130083,130383,Wobbly,0.85
130083,130383,Bump,0.82
130983,131283,Wobbly,0.85
130983,131283,Bump,0.82
131883,132183,Wobbly,0.85
131883,132183,Bump,0.82
132783,133083,Wobbly,0.85
132783,133083,Bump,0.82
133683,133983,Wobbly,0.85
133683,133983,Bump,0.82
134583,134883,Wobbly,0.85
134583,134883,Bump,0.82
135483,135783,Wobbly,0.85
135483,135783,Bump,0.82
136383,136683,Wobbly,0.85
136383,136683,Bump,0.82
137283,137583,Wobbly,0.85
137283,137583,Bump,0.82
138183,138483,Wobbly,0.85
138183,138483,Bump,0.82
139083,139383,Wobbly,0.85
139083,139383,Bump,0.82
139983,140283,Wobbly,0.85
139983,140283,Bump,0.82
140883,141183,Wobbly,0.85
140883,141183,Bump,0.82
141783,142083,Wobbly,0.85
141783,142083,Bump,0.82
142683,142983,Wobbly,0.85
142683,142983,Bump,0.82
143583,143883,Wobbly,0.85
143583,143883,Bump,0.82
144483,144783,Wobbly,0.85
144483,144783,Bump,0.82
145383,145683,Wobbly,0.85
145383,145683,Bump,0.82
146283,146583,Wobbly,0.85
146283,146583,Bump,0.82
147183,147483,Wobbly,0.85
147183,147483,Bump,0.82
148083,148383,Wobbly,0.85
148083,148383,Bump,0.82
148983,149283,Wobbly,0.85
148983,149283,Bump,0.82
149883,150183,Wobbly,0.85
149883,150183,Bump,0.82
150783,151083,Wobbly,0.85
150783,151083,Bump,0.82
151683,151983,Wobbly,0.85
151683,151983,Bump,0.82
152583,152883,Wobbly,0.85
152583,152883,Bump,0.82
153483,153783,Wobbly,0.85
153483,153783,Bump,0.82
154383,154683,Wobbly,0.85
154383,154683,Bump,0.82
155283,155583,Wobbly,0.85
155283,155583,Bump,0.82
156183,156483,Wobbly,0.85
156183,156483,Bump,0.82
157083,157383,Wobbly,0.85
157083,157383,Bump,0.82
157983,158283,Wobbly,0.85
157983,158283,Bump,0.82
158883,159183,Wobbly,0.85
158883,159183,Bump,0.82
159783,160083,Wobbly,0.85
159783,160083,Bump,0.82
160683,160983,Wobbly,0.85
160683,160983,Bump,0.82
161583,161883,Wobbly,0.85
161583,161883,Bump,0.82
162483,162783,Wobbly,0.85
162483,162783,Bump,0.82
163383,163683,Wobbly,0.85
163383,163683,Bump,0.82
164283,164583,Wobbly,0.85
164283,164583,Bump,0.82
165183,165483,Wobbly,0.85
165183,165483,Bump,0.82
166083,166383,Wobbly,0.85
166083,166383,Bump,0.82
166983,167283,Wobbly,0.85
166983,167283,Bump,0.82
167883,168183,Wobbly,0.85
167883,168183,Bump,0.82
168783,169083,Wobbly,0.85
168783,169083,Bump,0.82
169683,169983,Wobbly,0.85
169683,169983,Bump,0.82
170583,170883,Wobbly,0.85
170583,170883,Bump,0.82
171483,171783,Wobbly,0.85
171483,171783,Bump,0.82
172383,172683,Wobbly,0.85
172383,172683,Bump,0.82
173283,173583,Wobbly,0.85
173283,173583,Bump,0.82
174183,174483,Wobbly,0.85
174183,174483,Bump,0.82
175083,175383,Wobbly,0.85
175083,175383,Bump,0.82
175983,176283,Wobbly,0.85
175983,176283,Bump,0.82
176883,177183,Wobbly,0.85
176883,177183,Bump,0.82
177783,178083,Wobbly,0.85
177783,178083,Bump,0.82
178683,178983,Wobbly,0.85
178683,178983,Bump,0.82
179583,179883,Wobbly,0.85
179583,179883,Bump,0.82
180483,180783,Wobbly,0.85
180483,180783,Bump,0.82
181383,181683,Wobbly,0.85
181383,181683,Bump,0.82
182283,182583,Wobbly,0.85
182283,182583,Bump,0.82
183183,183483,Wobbly,0.85
183183,183483,Bump,0.82
184083,184383,Wobbly,0.85
184083,184383,Bump,0.82
184983,185283,Wobbly,0.85
184983,185283,Bump,0.82
185883,186183,Wobbly,0.85
185883,186183,Bump,0.82
186783,187083,Wobbly,0.85
186783,187083,Bump,0.82
187683,187983,Wobbly,0.85
187683,187983,Bump,0.82
188583,188883,Wobbly,0.85
188583,188883,Bump,0.82
189483,189783,Wobbly,0.85
189483,189783,Bump,0.82
190383,190683,Wobbly,0.85
190383,190683,Bump,0.82
191283,191583,Wobbly,0.85
191283,191583,Bump,0.82
192183,192483,Wobbly,0.85
192183,192483,Bump,0.82
193083,193383,Wobbly,0.85
193083,193383,Bump,0.82
193983,194283,Wobbly,0.85
193983,194283,Bump,0.82
194883,195183,Wobbly,0.85
194883,195183,Bump,0.82
195783,196083,Wobbly,0.80
195783,196083,Bump,0.73
196683,196983,Wobbly,0.85
196683,196983,Bump,0.82
197583,197883,Wobbly,0.85
197583,197883,Bump,0.82
198483,198783,Wobbly,0.85
198483,198783,Bump,0.82
199383,199683,Wobbly,0.85
199383,199683,Bump,0.82
